ProteinID	Known_GO_Terms
Q8EK61	GO:0003735, GO:0006412, GO:0022625
Q8EK64	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8EK66	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q8EXX4	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q8EYB0	GO:0005829, GO:0006109, GO:0006402, GO:0044781, GO:0045947, GO:0048027, GO:1902208
Q8EZQ3	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q8F3L1	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q8F3P4	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q8F483	GO:0003735, GO:0005840, GO:0006412, GO:1990904
Q8F5K4	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q8F5K6	GO:0003735, GO:0005840, GO:0006412, GO:0070181, GO:1990904
Q8F5Z7	GO:0003723, GO:0005829, GO:0006355, GO:0043487, GO:0045974
Q8F6Q8	GO:0003735, GO:0006412, GO:0022625
Q8F7J9	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8F7U1	GO:0003735, GO:0006412, GO:0022625
Q8P7L2	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q8P7V0	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8P829	GO:0005506, GO:0005829, GO:0034599
Q8P8V6	GO:0005737, GO:0006105
Q8P997	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q8P9W9	GO:0005829, GO:0006109, GO:0006402, GO:0045947, GO:0045948, GO:0048027
Q8P9X7	GO:0003723, GO:0005829, GO:0006355, GO:0043487, GO:0045974
Q8PAC1	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q8PBC3	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q8PBG9	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q8PBH1	GO:0003735, GO:0006412, GO:0022625
Q8PBJ6	GO:0000918, GO:0005886, GO:0032955
Q8PC35	GO:0003735, GO:0006412, GO:0022625
Q8PC41	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8PC42	GO:0003735, GO:0006412, GO:0022625
Q8PC45	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8PC47	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q8PCK6	GO:0005886, GO:0032153, GO:0043093
Q8PD37	GO:0006355, GO:0043565
Q8R5W2	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q8RDV8	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q8RDX9	GO:0003735, GO:0006412, GO:0015934
Q8REI3	GO:0003735, GO:0006412, GO:0022625
Q8RGH1	GO:0003735, GO:0006412, GO:0022625
Q8RGV0	GO:0000918, GO:0005886, GO:0032955
Q8RGX5	GO:0000035, GO:0000036, GO:0005829, GO:0009245, GO:0031177
Q8RHN4	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8RHW1	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q8RIE3	GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0070181, GO:1990904
Q8RIE4	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q8RIF7	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q8RIF9	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8RIG3	GO:0003735, GO:0006412, GO:0022625
Q8RIG4	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8RIG9	GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843
Q8RIH4	GO:0003735, GO:0006412, GO:0022625
Q8TIN2	GO:0003735, GO:0006412, GO:0022625
Q8TIN3	GO:0002181, GO:0003735, GO:0022625
Q8TQL8	GO:0000028, GO:0003735, GO:0006412, GO:0022627, GO:0030490
Q8TQU3	GO:0003735, GO:0006412, GO:0022625
Q8TRB9	GO:0003723, GO:0003735, GO:0006412, GO:0022625
Q8TRT3	GO:0002181, GO:0003735, GO:0008270, GO:0019843, GO:0022627
Q8TRU5	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q8Y441	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q8Y620	GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843
Q8Y699	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q8Y7C3	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q8YAR9	GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0070181, GO:1990904
Q8ZAX8	GO:0003700, GO:0043565
Q8ZB83	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q8ZBA7	GO:0003735, GO:0006412, GO:0022625
Q8ZBC5	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8ZBU7	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q8ZC47	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q8ZDW7	GO:0003735, GO:0006412, GO:0022625
Q8ZDX2	GO:0003677, GO:0005829, GO:0006310, GO:0006355, GO:0006417, GO:0030527
Q8ZES7	GO:0000918, GO:0005886, GO:0032955
Q8ZFT4	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q8ZGB1	GO:0003677, GO:0005694, GO:0005829, GO:0006310, GO:0006355, GO:0006417, GO:0030527
Q8ZGM4	GO:0003735, GO:0006412, GO:0008097, GO:0022625
Q8ZHE7	GO:0005506, GO:0005829, GO:0034599
Q8ZHJ5	GO:0005737, GO:0006105
Q8ZIM3	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q8ZJA3	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8ZJA4	GO:0003735, GO:0006412, GO:0022625
Q8ZJA8	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q8ZJB6	GO:0002143, GO:1990228
Q8ZJP1	GO:0003735, GO:0006412, GO:0022625
Q8ZJP2	GO:0003735, GO:0006412, GO:0022625
Q8ZK81	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q8ZLL9	GO:0002143, GO:1990228
Q8ZTA7	GO:0000028, GO:0003735, GO:0006412, GO:0022627, GO:0030490
Q8ZTB5	GO:0003735, GO:0006412, GO:0022625
Q8ZTU2	GO:0002181, GO:0003735, GO:0022625
Q8ZTX6	GO:0003735, GO:0006412, GO:0022625
Q8ZTY4	GO:0000028, GO:0003723, GO:0003735, GO:0006412, GO:0008270, GO:0022627
Q8ZVL3	GO:0003690, GO:0003723, GO:0005694, GO:0005737, GO:0030261
Q8ZVW1	GO:0002181, GO:0003735, GO:0008270, GO:0019843, GO:0022627
Q8ZW50	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q8ZWI1	GO:0003735, GO:0006412, GO:0022625
Q8ZXK6	GO:0003998
Q927L6	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q927M5	GO:0003735, GO:0006412, GO:0022625
Q92C24	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q93S00	GO:0003735, GO:0006412, GO:0022625
Q97WM6	GO:0006729, GO:0008124
Q97Z80	GO:0000028, GO:0003723, GO:0003735, GO:0006412, GO:0008270, GO:0022627
Q97ZQ1	GO:0003723, GO:0003735, GO:0006412, GO:0008270, GO:0019843, GO:0022625
Q97ZQ4	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q980C1	GO:0003723, GO:0003735, GO:0006412, GO:0022625, GO:0042273
Q980F9	GO:0003735, GO:0006412, GO:0022625
Q980Q5	GO:0000028, GO:0003735, GO:0006412, GO:0022627, GO:0030490
Q99039	GO:1900192
Q9A4F4	GO:0009432
Q9A9D4	GO:0006355, GO:0009432
Q9FBM4	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q9HMM9	GO:0003735, GO:0006412, GO:0022625
Q9HMN0	GO:0002181, GO:0003735, GO:0022625
Q9HN64	GO:0003723, GO:0003743, GO:0005737, GO:0006413
Q9HP73	GO:0006729, GO:0008124
Q9HP87	GO:0003723, GO:0003743, GO:0005737, GO:0006413
Q9HPC0	GO:0002181, GO:0003735, GO:0008270, GO:0019843, GO:0022627
Q9HQ21	GO:0006617, GO:0008312, GO:0048500
Q9HTL0	GO:0003677, GO:0005829, GO:0030261, GO:0030527
Q9HTN8	GO:0003735, GO:0006412, GO:0022625
Q9HTN9	GO:0000049, GO:0003735, GO:0006412, GO:0022625
Q9HU36	GO:0005506, GO:0005829, GO:0034599
Q9HU55	GO:0005737, GO:0015038, GO:0034599, GO:0045454
Q9HUB5	GO:0008320, GO:0033281, GO:0043953
Q9HUN0	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q9HV58	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9HVL7	GO:0003735, GO:0006412, GO:0022625
Q9HVZ6	GO:0005886, GO:0032153, GO:0043093
Q9HWD7	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q9HWD9	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9HWE3	GO:0003735, GO:0006412, GO:0022625
Q9HWE4	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9HWF3	GO:0003735, GO:0006412, GO:0022625
Q9HWY5	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q9HXP9	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q9HXZ6	GO:0005886, GO:0030428, GO:0032153, GO:0043093
Q9HYZ5	GO:0000918, GO:0005886, GO:0032955
Q9I0A1	GO:0003735, GO:0006412, GO:0022625
Q9I3N4	GO:0005886, GO:0015886, GO:0017004, GO:1903607
Q9I504	GO:0003998
Q9I5G9	GO:0005737, GO:0006105
Q9I701	GO:0019483
Q9I740	GO:0033103, GO:0097351
Q9JY15	GO:0005737, GO:0009055, GO:0045454
Q9K1A5	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q9K1H9	GO:0000918, GO:0005886, GO:0032955
Q9KL16	GO:0003676, GO:0003677, GO:0005829, GO:0010468
Q9KN00	GO:0003676, GO:0003677, GO:0005829, GO:0010468
Q9KNY6	GO:0000027, GO:0003735, GO:0006412, GO:0019843, GO:0022625
Q9KNY8	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9KNZ2	GO:0003735, GO:0006412, GO:0022625
Q9KNZ3	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9KP02	GO:0003735, GO:0006412, GO:0022625
Q9KPA2	GO:0005737, GO:0006105
Q9KQN7	GO:0000918, GO:0005886, GO:0032955
Q9KQS9	GO:0003677, GO:0005829, GO:0030261, GO:0030527
Q9KQT4	GO:0003677, GO:0005694, GO:0005829, GO:0006310, GO:0006355, GO:0006417, GO:0030527
Q9KRK0	GO:0003735, GO:0006412, GO:0008097, GO:0022625
Q9KSA4	GO:0003998
Q9KSN4	GO:0003677, GO:0005829, GO:0006310, GO:0006355, GO:0006417, GO:0030527
Q9KSW0	GO:0005737, GO:0009055, GO:0015035, GO:0015038, GO:0034599, GO:0045454
Q9KSW4	GO:0003676, GO:0003677, GO:0005829, GO:0006355, GO:0010468
Q9KTL1	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q9KU77	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9KUG0	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q9KUH3	GO:0005829, GO:0006109, GO:0006402, GO:0045947, GO:0045948, GO:0048027
Q9KUJ3	GO:0005886, GO:0030428, GO:0032153, GO:0043093
Q9KUR4	GO:0005506, GO:0005829, GO:0034599
Q9KUS9	GO:0003735, GO:0006412, GO:0022625
Q9KUZ0	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q9KUZ1	GO:0003697, GO:0006269, GO:0009295, GO:1990077
Q9KV83	GO:0003677, GO:0005829, GO:0030261, GO:0030527
Q9KVC7	GO:0003735, GO:0006412, GO:0022625
Q9KVC8	GO:0003735, GO:0006412, GO:0022625
Q9L0D1	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9L0D2	GO:0003735, GO:0006412, GO:0022625
Q9L0D6	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9L1I1	GO:0003735, GO:0006412, GO:0022625
Q9R5C6	GO:0005576, GO:0042742
Q9RDM3	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q9RK61	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q9RSK1	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q9RSL5	GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843
Q9RT27	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q9RUS3	GO:0003735, GO:0006412, GO:0015935, GO:0070181
Q9RUT7	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q9RWB8	GO:0000918, GO:0005886, GO:0032955
Q9RXH2	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9RXJ3	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9RXJ8	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9RY50	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q9WY93	GO:0005829, GO:0006109, GO:0006402, GO:0044781, GO:0045947, GO:0048027, GO:1902208
Q9WYZ6	GO:0003723, GO:0005829, GO:0006355, GO:0043487, GO:0045974
Q9WZ74	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q9WZD0	GO:0000035, GO:0000036, GO:0005829, GO:0009245
Q9X165	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9X1G7	GO:0003735, GO:0006412, GO:0022625
Q9X1J1	GO:0003735, GO:0006412, GO:0022625
Q9X1Q0	GO:0003998
Q9X1Q2	GO:0003735, GO:0005737, GO:0006412, GO:0015935
Q9X1S7	GO:0003735, GO:0006412, GO:0022625
Q9X1Y7	GO:0003735, GO:0005829, GO:0006412, GO:0015935, GO:0070181
Q9X290	GO:0005829, GO:0006308, GO:0008855, GO:0009318
Q9X450	GO:0004318, GO:0030497, GO:0042802
Q9X8K4	GO:0003735, GO:0006412, GO:0022627, GO:0070181
Q9X8K7	GO:0003735, GO:0006412, GO:0022625
Q9X8K8	GO:0003735, GO:0005840, GO:0006412, GO:1990904
Q9X8U2	GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0070181, GO:1990904
Q9XD14	GO:0003743, GO:0005829, GO:0019843, GO:0043022
Q9XD18	GO:0003735, GO:0006412, GO:0022625
Q9XD23	GO:0003735, GO:0005737, GO:0006412, GO:0008270, GO:0015935, GO:0019843
Q9XD27	GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9XD28	GO:0003735, GO:0006412, GO:0022625
Q9XD32	GO:0000028, GO:0003735, GO:0006412, GO:0019843, GO:0022627
Q9Z4V8	GO:0003723, GO:0004519, GO:0006401, GO:0045892
Q9ZAE6	GO:0003735, GO:0005737, GO:0006412, GO:0008270, GO:0015935, GO:0019843
Q9ZBQ8	GO:0003735, GO:0006412, GO:0015934
V6F244	GO:0110146
C0H3Q6	GO:0005829, GO:0019290
C0H403	GO:0008932
C1P612	GO:0036460
O06777	GO:0005886
O32082	GO:0005886, GO:0006974
O34719	GO:0005886
O84673	GO:0042802
P0AAU2	GO:0009314
P0AAZ7	GO:0005829
P0AB31	GO:0006974
P0AB61	GO:0005829
P0ACV8	GO:0005829
P0AD33	GO:0005829
P0AD74	GO:0006355
P0ADC8	GO:0006974
P0ADP9	GO:0005829
P0DSF8	GO:0030308
P29010	GO:0044659
P31121	GO:0030288, GO:0046677
P32162	GO:0005829
P38394	GO:0008270
P44027	GO:0005829
P44221	GO:0008270, GO:1900378
P44465	GO:0005829
P44686	GO:0005829
P45807	GO:0036460
P52060	GO:0005737
P64131	GO:0006355, GO:0043565
P64463	GO:0005829
P64474	GO:0042542
P64479	GO:0004521, GO:0006974
P64540	GO:0005829
P64574	GO:1901422
P67537	GO:0005829
P71357	GO:0006351, GO:0006355
P75620	GO:0006974
P75994	GO:0044010
P76073	GO:0009409
P76154	GO:0009409
P76575	GO:0071978
P9WIP5	GO:0005829, GO:0019290
P9WJ17	GO:0052572
P9WKL9	GO:0005886, GO:0009274
P9WKS9	GO:0005886
P9WLD5	GO:0009274
P9WLP5	GO:0005886
P9WLT7	GO:0052167
Q2EEU2	GO:0044547
Q45252	GO:0005506, GO:0051604, GO:1902670
Q47710	GO:0005829
Q51384	GO:0005829, GO:0008198, GO:0016226
Q57653	GO:0005506, GO:0051604, GO:1902670
Q58035	GO:0005737
Q58953	GO:0005829, GO:0006351
Q5JDH7	GO:0001731, GO:0002188, GO:0003729, GO:0003743
Q5JHB2	GO:0005737
Q74VT6	GO:0005829
Q7CQT7	GO:0005829
Q7DDM0	GO:0005829
Q89WS6	GO:0005829
Q8EBY9	GO:0005737
Q8EDF2	GO:0005829
Q8EHQ4	GO:0005829
Q8RG97	GO:0005829
Q8TL08	GO:0005829, GO:0006351
Q8TL47	GO:0003723, GO:1990904
Q8ZDG8	GO:0005829
Q8ZHF5	GO:0005737
Q8ZM46	GO:0005737
Q8ZSU2	GO:0005829, GO:0006351
Q9HME3	GO:0001731, GO:0002188, GO:0003729, GO:0003743
Q9HZM4	GO:0005829
Q9JYC2	GO:0005829, GO:0006351
Q9KQX1	GO:0005829
Q9KTF7	GO:0005829
Q9KUQ7	GO:0005737
Q9X6V8	GO:0005829
